sample_id,year,month,day,date,time,latitude,longitude,station_num,station_depth,sampling_depth,group,species,group_species,count
6100,2013,May,30,30/05/2013,,16.33668,119.94476,W2A,,1,Diatom,Pleurosigma sp1,D-Pleurosigma sp. 1,460
6101,2013,May,30,30/05/2013,,16.33668,119.94476,W2A,,1,Silicoflagellate,Tintinopsis,SF-Tintinopsis,4000
6102,2013,May,30,30/05/2013,,16.33668,119.94476,W2A,,1,Diatom,Pleurosigma sp1,D-Pleurosigma sp. 1,60
6103,2013,May,30,30/05/2013,,16.33668,119.94476,W2A,,1,Diatom,Cylindricotheca closterium,D-Cylindricotheca closterium,80
6104,2013,May,30,30/05/2013,,16.27365,119.92599,A5,,1,Dinoflagellate,Prorocentrum minimum,DF-Prorocentrum minimum,11000
6105,2013,May,30,30/05/2013,,16.27365,119.92599,A5,,1,Dinoflagellate,Prorocentrum micans,DF-Prorocentrum micans,560
6106,2013,May,30,30/05/2013,,16.27365,119.92599,A5,,1,Diatom,Thalassiosira spp.,D-Thalassiosira spp.,1100
6107,2013,May,30,30/05/2013,,16.27365,119.92599,A5,,1,Diatom,Rhizosolenia sp1,D-Rhizosolenia sp. 1,2320
6108,2013,May,30,30/05/2013,,16.27365,119.92599,A5,,1,Silicoflagellate,Tintinopsis,SF-Tintinopsis,440
6109,2013,May,30,30/05/2013,,16.27365,119.92599,A5,,1,Diatom,Pleurosigma sp1,D-Pleurosigma sp. 1,140
6110,2013,May,30,30/05/2013,,16.27365,119.92599,A5,,1,Diatom,Navicula  spp.,D-Navicula  spp.,40
6111,2013,May,30,30/05/2013,,16.34775,119.93375,A1,,1,Dinoflagellate,Prorocentrum minimum,DF-Prorocentrum minimum,1899200
6112,2013,May,30,30/05/2013,,16.34775,119.93375,A1,,1,Dinoflagellate,Prorocentrum micans,DF-Prorocentrum micans,1840
6113,2013,May,30,30/05/2013,,16.34775,119.93375,A1,,1,Dinoflagellate,Protoperidinium pellucidum,DF-Protoperidinium pellucidum,2600
6114,2013,May,30,30/05/2013,,16.34775,119.93375,A1,,1,Diatom,Thalassiosira spp.,D-Thalassiosira spp.,240
6115,2013,May,30,30/05/2013,,16.34775,119.93375,A1,,1,Diatom,Rhizosolenia sp1,D-Rhizosolenia sp. 1,220
6116,2013,May,30,30/05/2013,,16.34775,119.93375,A1,,1,Silicoflagellate,Tintinopsis,SF-Tintinopsis,240
6117,2013,May,30,30/05/2013,,16.34775,119.93375,A1,,1,Dinoflagellate,Ceratium furca,DF-Ceratium furca,20
6118,2013,May,30,30/05/2013,,16.34775,119.93375,A1,,1,Dinoflagellate,Protoperdinium  pellucidum,DF-Protoperdinium  pellucidum,40
6119,2013,May,30,30/05/2013,,16.34775,119.93375,A1,,1,Raphidophyte,Chattonnella subsalsa,RD-Chattonnella subsalsa,240
6120,2013,Jun,3,03/06/2013,,16.34775,119.93375,A1,,1,Dinoflagellate,Protoperidinium pallidum,DF-Protoperidinium pallidum,400
6121,2013,Jun,3,03/06/2013,,16.34775,119.93375,A1,,1,Silicoflagellate,Tintinopsis,SF-Tintinopsis,1460
6122,2013,Jun,3,03/06/2013,,16.34775,119.93375,A1,,1,Raphidophyte,Chattonnella subsalsa,RD-Chattonnella subsalsa,340
6123,2013,Jun,3,03/06/2013,,16.34775,119.93375,A1,,1,Diatom,Navicula  spp.,D-Navicula  spp.,40
6124,2013,Jun,3,03/06/2013,,16.34775,119.93375,A1,,1,Diatom,Rhizosolenia sp1,D-Rhizosolenia sp. 1,760
6125,2013,Jun,3,03/06/2013,,16.34775,119.93375,A1,,1,Diatom,Pleurosigma sp1,D-Pleurosigma sp. 1,480
6126,2013,Jun,3,03/06/2013,,16.34775,119.93375,A1,,1,Diatom,Pleurosigma spp.,D-Pleurosigma spp.,140
6127,2013,Jun,3,03/06/2013,,16.34775,119.93375,A1,,1,Diatom,Coscinodiscus spp.,D-Coscinodiscus spp.,80
6128,2013,Jun,3,03/06/2013,,16.34775,119.93375,A1,,1,Dinoflagellate,Prorocentrum minimum,DF-Prorocentrum minimum,795520
6129,2013,Jun,3,03/06/2013,,16.34775,119.93375,A1,,1,Dinoflagellate,Prorocentrum micans,DF-Prorocentrum micans,760
6130,2013,Jun,3,03/06/2013,,16.34775,119.93375,A1,,1,Dinoflagellate,Ceratium furca,DF-Ceratium furca,100
6131,2013,Jun,3,03/06/2013,,16.34775,119.93375,A1,,1,Dinoflagellate,Scrippsiella spinifera,DF-Scrippsiella spinifera,180
6132,2013,Jun,3,03/06/2013,,16.34775,119.93375,A1,,1,Dinoflagellate,Scrippsiella spinifera,DF-Scrippsiella spinifera,100
6133,2013,Jun,3,03/06/2013,,16.34775,119.93375,A1,,1,Diatom,Thalassiosira spp.,D-Thalassiosira spp.,1640
6134,2013,Jun,3,03/06/2013,,16.34775,119.93375,A1,,1,Dinoflagellate,Protoperidinium pallidum,DF-Protoperidinium pallidum,2020
6135,2013,Jun,3,03/06/2013,,16.34775,119.93375,A1,,1,Dinoflagellate,Protoperdinium  pellucidum,DF-Protoperdinium  pellucidum,100
6136,2013,Jun,3,03/06/2013,,16.34775,119.93452,A2,,1,Diatom,Pseudonitzschia spp.,D-Pseudonitzschia spp.,80
6137,2013,Jun,3,03/06/2013,,16.34775,119.93452,A2,,1,Silicoflagellate,Tintinopsis,SF-Tintinopsis,7180
6138,2013,Jun,3,03/06/2013,,16.34775,119.93452,A2,,1,Diatom,Navicula  spp.,D-Navicula  spp.,160
6139,2013,Jun,3,03/06/2013,,16.34775,119.93452,A2,,1,Diatom,Rhizosolenia sp1,D-Rhizosolenia sp. 1,540
6140,2013,Jun,3,03/06/2013,,16.34775,119.93452,A2,,1,Diatom,Pleurosigma sp1,D-Pleurosigma sp. 1,140
6141,2013,Jun,3,03/06/2013,,16.34775,119.93452,A2,,1,Dinoflagellate,Prorocentrum minimum,DF-Prorocentrum minimum,2140180
6142,2013,Jun,3,03/06/2013,,16.34775,119.93452,A2,,1,Dinoflagellate,Prorocentrum micans,DF-Prorocentrum micans,2000
6143,2013,Jun,3,03/06/2013,,16.34775,119.93452,A2,,1,Diatom,Thalassiosira spp.,D-Thalassiosira spp.,1660
6144,2013,Jun,3,03/06/2013,,16.34775,119.93452,A2,,1,Dinoflagellate,Protoperidinium pellucidum,DF-Protoperidinium pellucidum,200
6145,2013,Jun,3,03/06/2013,,16.34775,119.93452,A2,,1,Dinoflagellate,Protoperdinium  pellucidum,DF-Protoperdinium  pellucidum,100
6146,2013,Jun,3,03/06/2013,,16.33431,119.95731,A3,,1,Dinoflagellate,Gonyaulax spinifera,DF-Gonyaulax spinifera,80
6147,2013,Jun,3,03/06/2013,,16.33431,119.95731,A3,,1,Silicoflagellate,Tintinopsis,SF-Tintinopsis,120
6148,2013,Jun,3,03/06/2013,,16.33431,119.95731,A3,,1,Raphidophyte,Chattonnella subsalsa,RD-Chattonnella subsalsa,20
6149,2013,Jun,3,03/06/2013,,16.33431,119.95731,A3,,1,Diatom,Navicula  spp.,D-Navicula  spp.,80
6150,2013,Jun,3,03/06/2013,,16.33431,119.95731,A3,,1,Diatom,Rhizosolenia sp1,D-Rhizosolenia sp. 1,720
6151,2013,Jun,3,03/06/2013,,16.33431,119.95731,A3,,1,Diatom,Pleurosigma sp1,D-Pleurosigma sp. 1,400
6152,2013,Jun,3,03/06/2013,,16.33431,119.95731,A3,,1,Diatom,Coscinodiscus spp.,D-Coscinodiscus spp.,40
6153,2013,Jun,3,03/06/2013,,16.33431,119.95731,A3,,1,Dinoflagellate,Prorocentrum minimum,DF-Prorocentrum minimum,1602440
6154,2013,Jun,3,03/06/2013,,16.33431,119.95731,A3,,1,Dinoflagellate,Prorocentrum micans,DF-Prorocentrum micans,460
6155,2013,Jun,3,03/06/2013,,16.33431,119.95731,A3,,1,Dinoflagellate,Ceratium furca,DF-Ceratium furca,80
6156,2013,Jun,3,03/06/2013,,16.33431,119.95731,A3,,1,Diatom,Thalassiosira spp.,D-Thalassiosira spp.,780
6157,2013,Jun,3,03/06/2013,,16.33431,119.95731,A3,,1,Dinoflagellate,Protoperidinium pellucidum,DF-Protoperidinium pellucidum,1100
6158,2013,Jun,3,03/06/2013,,16.33431,119.95731,A3,,1,Dinoflagellate,Protoperidinium latispinum,DF-Protoperidinium latispinum,220
6159,2013,Jun,3,03/06/2013,,16.28459,119.92285,A4,,1,Dinoflagellate,Protoperidinium pallidum,DF-Protoperidinium pallidum,280
6160,2013,Jun,3,03/06/2013,,16.28459,119.92285,A4,,1,Silicoflagellate,Tintinopsis,SF-Tintinopsis,3320
6161,2013,Jun,3,03/06/2013,,16.28459,119.92285,A4,,1,Diatom,Navicula  spp.,D-Navicula  spp.,80
6162,2013,Jun,3,03/06/2013,,16.28459,119.92285,A4,,1,Diatom,Rhizosolenia sp1,D-Rhizosolenia sp. 1,3000
6163,2013,Jun,3,03/06/2013,,16.28459,119.92285,A4,,1,Diatom,Pleurosigma sp1,D-Pleurosigma sp. 1,120
6164,2013,Jun,3,03/06/2013,,16.28459,119.92285,A4,,1,Dinoflagellate,Prorocentrum minimum,DF-Prorocentrum minimum,236240
6165,2013,Jun,3,03/06/2013,,16.28459,119.92285,A4,,1,Dinoflagellate,Prorocentrum micans,DF-Prorocentrum micans,640
6166,2013,Jun,3,03/06/2013,,16.28459,119.92285,A4,,1,Diatom,Thalassiosira spp.,D-Thalassiosira spp.,1600
6167,2013,Jun,3,03/06/2013,,16.28459,119.92285,A4,,1,Dinoflagellate,Protoperidinium pellucidum,DF-Protoperidinium pellucidum,620
6168,2013,Jun,3,03/06/2013,,16.27365,119.92599,A5,,1,Dinoflagellate,Protoperidinium pallidum,DF-Protoperidinium pallidum,40
6169,2013,Jun,3,03/06/2013,,16.27365,119.92599,A5,,1,Silicoflagellate,Tintinopsis,SF-Tintinopsis,120
6170,2013,Jun,3,03/06/2013,,16.27365,119.92599,A5,,1,Diatom,Navicula  spp.,D-Navicula  spp.,80
6171,2013,Jun,3,03/06/2013,,16.27365,119.92599,A5,,1,Diatom,Rhizosolenia sp1,D-Rhizosolenia sp. 1,820
6172,2013,Jun,3,03/06/2013,,16.27365,119.92599,A5,,1,Diatom,Pleurosigma sp1,D-Pleurosigma sp. 1,120
6173,2013,Jun,3,03/06/2013,,16.27365,119.92599,A5,,1,Dinoflagellate,Prorocentrum minimum,DF-Prorocentrum minimum,136180
6174,2013,Jun,3,03/06/2013,,16.27365,119.92599,A5,,1,Dinoflagellate,Prorocentrum micans,DF-Prorocentrum micans,400
6175,2013,Jun,3,03/06/2013,,16.27365,119.92599,A5,,1,Diatom,Thalassiosira spp.,D-Thalassiosira spp.,480
6176,2013,Jun,3,03/06/2013,,16.27365,119.92599,A5,,1,Dinoflagellate,Protoperidinium pellucidum,DF-Protoperidinium pellucidum,280
6177,2013,Jun,3,03/06/2013,,16.27365,119.92599,A5,,1,Dinoflagellate,Prototoperidnium pallidum,DF-Prototoperidnium pallidum,80
6178,2013,Jun,3,03/06/2013,,16.3743,119.93198,PP,,NB,Silicoflagellate,Tintinopsis,SF-Tintinopsis,360
6179,2013,Jun,3,03/06/2013,,16.3743,119.93198,PP,,NB,Diatom,Rhizosolenia sp1,D-Rhizosolenia sp. 1,380
6180,2013,Jun,3,03/06/2013,,16.3743,119.93198,PP,,NB,Diatom,Pleurosigma sp1,D-Pleurosigma sp. 1,300
6181,2013,Jun,3,03/06/2013,,16.3743,119.93198,PP,,NB,Diatom,Coscinodiscus spp.,D-Coscinodiscus spp.,40
6182,2013,Jun,3,03/06/2013,,16.3743,119.93198,PP,,NB,Dinoflagellate,Phalacroma  spp.,DF-Phalacroma  spp.,40
6183,2013,Jun,3,03/06/2013,,16.3743,119.93198,PP,,NB,Dinoflagellate,Prorocentrum minimum,DF-Prorocentrum minimum,20380
6184,2013,Jun,3,03/06/2013,,16.3743,119.93198,PP,,NB,Dinoflagellate,Prorocentrum micans,DF-Prorocentrum micans,480
6185,2013,Jun,3,03/06/2013,,16.3743,119.93198,PP,,NB,Dinoflagellate,Karenia  mikimotoi,DF-Karenia  mikimotoi,40
6186,2013,Jun,3,03/06/2013,,16.3743,119.93198,PP,,NB,Diatom,Thalassiosira spp.,D-Thalassiosira spp.,1020
6187,2013,Jun,3,03/06/2013,,16.3743,119.93198,PP,,NB,Dinoflagellate,Protoperidinium pellucidum,DF-Protoperidinium pellucidum,80
6188,2013,Jun,3,03/06/2013,,16.3743,119.93198,PP,,1,Dinoflagellate,Protoperidinium pallidum,DF-Protoperidinium pallidum,40
6189,2013,Jun,3,03/06/2013,,16.3743,119.93198,PP,,1,Silicoflagellate,Tintinopsis,SF-Tintinopsis,200
6190,2013,Jun,3,03/06/2013,,16.3743,119.93198,PP,,1,Diatom,Rhizosolenia sp1,D-Rhizosolenia sp. 1,880
6191,2013,Jun,3,03/06/2013,,16.3743,119.93198,PP,,1,Diatom,Pleurosigma sp1,D-Pleurosigma sp. 1,400
6192,2013,Jun,3,03/06/2013,,16.3743,119.93198,PP,,1,Dinoflagellate,Prorocentrum minimum,DF-Prorocentrum minimum,974240
6193,2013,Jun,3,03/06/2013,,16.3743,119.93198,PP,,1,Dinoflagellate,Prorocentrum micans,DF-Prorocentrum micans,820
6194,2013,Jun,3,03/06/2013,,16.3743,119.93198,PP,,1,Dinoflagellate,Karenia  mikimotoi,DF-Karenia  mikimotoi,40
6195,2013,Jun,3,03/06/2013,,16.3743,119.93198,PP,,1,Dinoflagellate,Ceratium furca,DF-Ceratium furca,580
6196,2013,Jun,3,03/06/2013,,16.3743,119.93198,PP,,1,Dinoflagellate,Scrippsiella spinifera,DF-Scrippsiella spinifera,40
6197,2013,Jun,3,03/06/2013,,16.3743,119.93198,PP,,1,Diatom,Thalassiosira spp.,D-Thalassiosira spp.,840
6198,2013,Jun,3,03/06/2013,,16.3743,119.93198,PP,,1,Dinoflagellate,Protoperidinium pellucidum,DF-Protoperidinium pellucidum,1060
6199,2013,Jun,3,03/06/2013,,16.3743,119.93198,PP,,1,Dinoflagellate,Protoperidinium latispinum,DF-Protoperidinium latispinum,40
6200,2013,Jun,3,03/06/2013,,16.39578,119.90667,RVA3,,Mid,Dinoflagellate,Prorocentrum minimum,DF-Prorocentrum minimum,5760
6201,2013,Jun,3,03/06/2013,,16.39578,119.90667,RVA3,,Mid,Dinoflagellate,Prorocentrum micans,DF-Prorocentrum micans,20
6202,2013,Jun,3,03/06/2013,,16.39578,119.90667,RVA3,,Mid,Dinoflagellate,Ceratium furca,DF-Ceratium furca,40
6203,2013,Jun,3,03/06/2013,,16.39578,119.90667,RVA3,,Mid,Diatom,Thalassiosira spp.,D-Thalassiosira spp.,380
6204,2013,Jun,3,03/06/2013,,16.39578,119.90667,RVA3,,Mid,Dinoflagellate,Protoperidinium pellucidum,DF-Protoperidinium pellucidum,180
6205,2013,Jun,3,03/06/2013,,16.39578,119.90667,RVA3,,NB,Dinoflagellate,Protoperidinium pallidum,DF-Protoperidinium pallidum,80
6206,2013,Jun,3,03/06/2013,,16.39578,119.90667,RVA3,,NB,Silicoflagellate,Tintinopsis,SF-Tintinopsis,80
6207,2013,Jun,3,03/06/2013,,16.39578,119.90667,RVA3,,NB,Diatom,Navicula  spp.,D-Navicula  spp.,40
6208,2013,Jun,3,03/06/2013,,16.39578,119.90667,RVA3,,NB,Diatom,Pleurosigma spp.,D-Pleurosigma spp.,80
6209,2013,Jun,3,03/06/2013,,16.39578,119.90667,RVA3,,NB,Dinoflagellate,Prorocentrum minimum,DF-Prorocentrum minimum,2440
6210,2013,Jun,3,03/06/2013,,16.39578,119.90667,RVA3,,NB,Dinoflagellate,Protoperidinium pellucidum,DF-Protoperidinium pellucidum,40
6211,2013,Jun,3,03/06/2013,,16.39578,119.90667,RVA3,,1,Silicoflagellate,Tintinopsis,SF-Tintinopsis,40
6212,2013,Jun,3,03/06/2013,,16.39578,119.90667,RVA3,,1,Diatom,Navicula  spp.,D-Navicula  spp.,20
6213,2013,Jun,3,03/06/2013,,16.39578,119.90667,RVA3,,1,Diatom,Rhizosolenia sp1,D-Rhizosolenia sp. 1,80
6214,2013,Jun,3,03/06/2013,,16.39578,119.90667,RVA3,,1,Diatom,Pleurosigma sp1,D-Pleurosigma sp. 1,100
6215,2013,Jun,3,03/06/2013,,16.39578,119.90667,RVA3,,1,Dinoflagellate,Prorocentrum minimum,DF-Prorocentrum minimum,12680
6216,2013,Jun,3,03/06/2013,,16.39578,119.90667,RVA3,,1,Dinoflagellate,Prorocentrum micans,DF-Prorocentrum micans,40
6217,2013,Jun,3,03/06/2013,,16.39578,119.90667,RVA3,,1,Dinoflagellate,Ceratium furca,DF-Ceratium furca,40
6218,2013,Jun,3,03/06/2013,,16.39578,119.90667,RVA3,,1,Diatom,Cylindricotheca closterium,D-Cylindricotheca closterium,40
6219,2013,Jun,3,03/06/2013,,16.39578,119.90667,RVA3,,1,Diatom,Thalassiosira spp.,D-Thalassiosira spp.,180
6220,2013,Jun,3,03/06/2013,,16.39578,119.90667,RVA3,,1,Dinoflagellate,Protoperidinium pellucidum,DF-Protoperidinium pellucidum,40
6221,2013,Jun,3,03/06/2013,,16.30944,119.92063,TS1,,NB,Diatom,Pseudonitzschia spp.,D-Pseudonitzschia spp.,480
6222,2013,Jun,3,03/06/2013,,16.30944,119.92063,TS1,,NB,Silicoflagellate,Tintinopsis,SF-Tintinopsis,18720
6223,2013,Jun,3,03/06/2013,,16.30944,119.92063,TS1,,NB,Diatom,Navicula  spp.,D-Navicula  spp.,100
6224,2013,Jun,3,03/06/2013,,16.30944,119.92063,TS1,,NB,Diatom,Rhizosolenia sp1,D-Rhizosolenia sp. 1,3600
6225,2013,Jun,3,03/06/2013,,16.30944,119.92063,TS1,,NB,Diatom,Pleurosigma sp1,D-Pleurosigma sp. 1,480
6226,2013,Jun,3,03/06/2013,,16.30944,119.92063,TS1,,NB,Dinoflagellate,Prorocentrum minimum,DF-Prorocentrum minimum,56980
6227,2013,Jun,3,03/06/2013,,16.30944,119.92063,TS1,,NB,Dinoflagellate,Prorocentrum micans,DF-Prorocentrum micans,160
6228,2013,Jun,3,03/06/2013,,16.30944,119.92063,TS1,,NB,Dinoflagellate,Scrippsiella spinifera,DF-Scrippsiella spinifera,480
6229,2013,Jun,3,03/06/2013,,16.30944,119.92063,TS1,,NB,Diatom,Thalassiosira spp.,D-Thalassiosira spp.,2500
6230,2013,Jun,3,03/06/2013,,16.30944,119.92063,TS1,,NB,Dinoflagellate,Protoperidinium pellucidum,DF-Protoperidinium pellucidum,440
6231,2013,Jun,3,03/06/2013,,16.30944,119.92063,TS1,,NB,Dinoflagellate,Protoperidinium latispinum,DF-Protoperidinium latispinum,240
6232,2013,Jun,3,03/06/2013,,16.30944,119.92063,TS1,,1,Silicoflagellate,Tintinopsis,SF-Tintinopsis,26960
6233,2013,Jun,3,03/06/2013,,16.30944,119.92063,TS1,,1,Diatom,Rhizosolenia sp1,D-Rhizosolenia sp. 1,900
6234,2013,Jun,3,03/06/2013,,16.30944,119.92063,TS1,,1,Diatom,Pleurosigma sp1,D-Pleurosigma sp. 1,160
6235,2013,Jun,3,03/06/2013,,16.30944,119.92063,TS1,,1,Diatom,Pleurosigma spp.,D-Pleurosigma spp.,80
6236,2013,Jun,3,03/06/2013,,16.30944,119.92063,TS1,,1,Diatom,Coscinodiscus spp.,D-Coscinodiscus spp.,180
6237,2013,Jun,3,03/06/2013,,16.30944,119.92063,TS1,,1,Dinoflagellate,Prorocentrum minimum,DF-Prorocentrum minimum,869020
6238,2013,Jun,3,03/06/2013,,16.30944,119.92063,TS1,,1,Dinoflagellate,Prorocentrum micans,DF-Prorocentrum micans,960
6239,2013,Jun,3,03/06/2013,,16.30944,119.92063,TS1,,1,Dinoflagellate,Ceratium furca,DF-Ceratium furca,80
6240,2013,Jun,3,03/06/2013,,16.30944,119.92063,TS1,,1,Diatom,Thalassiosira spp.,D-Thalassiosira spp.,2100
6241,2013,Jun,3,03/06/2013,,16.30944,119.92063,TS1,,1,Dinoflagellate,Protoperidinium pellucidum,DF-Protoperidinium pellucidum,420
6242,2013,Jun,3,03/06/2013,,16.30944,119.92063,TS1,,1,Dinoflagellate,Protoperidinium latispinum,DF-Protoperidinium latispinum,240
6243,2013,Jun,3,03/06/2013,,16.30944,119.92063,TS1,,Mid,Dinoflagellate,Protoperidinium pallidum,DF-Protoperidinium pallidum,80
6244,2013,Jun,3,03/06/2013,,16.30944,119.92063,TS1,,Mid,Silicoflagellate,Tintinopsis,SF-Tintinopsis,100
6245,2013,Jun,3,03/06/2013,,16.30944,119.92063,TS1,,Mid,Diatom,Rhizosolenia sp1,D-Rhizosolenia sp. 1,1260
6246,2013,Jun,3,03/06/2013,,16.30944,119.92063,TS1,,Mid,Diatom,Pleurosigma sp1,D-Pleurosigma sp. 1,240
6247,2013,Jun,3,03/06/2013,,16.30944,119.92063,TS1,,Mid,Diatom,Coscinodiscus spp.,D-Coscinodiscus spp.,160
6248,2013,Jun,3,03/06/2013,,16.30944,119.92063,TS1,,Mid,Dinoflagellate,Prorocentrum minimum,DF-Prorocentrum minimum,59820
6249,2013,Jun,3,03/06/2013,,16.30944,119.92063,TS1,,Mid,Dinoflagellate,Prorocentrum micans,DF-Prorocentrum micans,80
6250,2013,Jun,3,03/06/2013,,16.30944,119.92063,TS1,,Mid,Dinoflagellate,Karenia  mikimotoi,DF-Karenia  mikimotoi,140
6251,2013,Jun,3,03/06/2013,,16.30944,119.92063,TS1,,Mid,Dinoflagellate,Ceratium furca,DF-Ceratium furca,120
6252,2013,Jun,3,03/06/2013,,16.30944,119.92063,TS1,,Mid,Diatom,Thalassiosira spp.,D-Thalassiosira spp.,800
6253,2013,Jun,3,03/06/2013,,16.30944,119.92063,TS1,,Mid,Dinoflagellate,Protoperidinium pellucidum,DF-Protoperidinium pellucidum,240
6254,2013,Jun,3,03/06/2013,,16.30944,119.92063,TS1,,Mid,Dinoflagellate,Protoperidinium latispinum,DF-Protoperidinium latispinum,160
6255,2013,Jun,3,03/06/2013,,16.30944,119.92063,TS1,,Mid,Dinoflagellate,Protoperdinium  pellucidum,DF-Protoperdinium  pellucidum,40
6256,2013,Jun,3,03/06/2013,,16.38339,119.91585,TS2,,NB,Dinoflagellate,Protoperidinium pallidum,DF-Protoperidinium pallidum,160
6257,2013,Jun,3,03/06/2013,,16.38339,119.91585,TS2,,NB,Diatom,Navicula  spp.,D-Navicula  spp.,40
6258,2013,Jun,3,03/06/2013,,16.38339,119.91585,TS2,,NB,Diatom,Pleurosigma sp1,D-Pleurosigma sp. 1,200
6259,2013,Jun,3,03/06/2013,,16.38339,119.91585,TS2,,NB,Diatom,Pleurosigma spp.,D-Pleurosigma spp.,80
6260,2013,Jun,3,03/06/2013,,16.38339,119.91585,TS2,,NB,Dinoflagellate,Gyrodinium,DF-Gyrodinium,40
6261,2013,Jun,3,03/06/2013,,16.38339,119.91585,TS2,,NB,Dinoflagellate,Prorocentrum minimum,DF-Prorocentrum minimum,16200
6262,2013,Jun,3,03/06/2013,,16.38339,119.91585,TS2,,NB,Silicoflagellate,Favella sp.,SF-Favella sp.,40
6263,2013,Jun,3,03/06/2013,,16.38339,119.91585,TS2,,NB,Diatom,Thalassiosira spp.,D-Thalassiosira spp.,320
6264,2013,Jun,3,03/06/2013,,16.38339,119.91585,TS2,,NB,Dinoflagellate,Protoperidinium pellucidum,DF-Protoperidinium pellucidum,200
6265,2013,Jun,3,03/06/2013,,16.38339,119.91585,TS2,,NB,Dinoflagellate,Protoperidinium latispinum,DF-Protoperidinium latispinum,60
6266,2013,Jun,3,03/06/2013,,16.38339,119.91585,TS2,,1,Diatom,Guinardia,D-Guinardia,240
6267,2013,Jun,3,03/06/2013,,16.38339,119.91585,TS2,,1,Dinoflagellate,Protoperidinium pallidum,DF-Protoperidinium pallidum,80
6268,2013,Jun,3,03/06/2013,,16.38339,119.91585,TS2,,1,Silicoflagellate,Tintinopsis,SF-Tintinopsis,120
6269,2013,Jun,3,03/06/2013,,16.38339,119.91585,TS2,,1,Diatom,Rhizosolenia sp1,D-Rhizosolenia sp. 1,560
6270,2013,Jun,3,03/06/2013,,16.38339,119.91585,TS2,,1,Diatom,Pleurosigma sp1,D-Pleurosigma sp. 1,280
6271,2013,Jun,3,03/06/2013,,16.38339,119.91585,TS2,,1,Diatom,Pleurosigma spp.,D-Pleurosigma spp.,40
6272,2013,Jun,3,03/06/2013,,16.38339,119.91585,TS2,,1,Diatom,Coscinodiscus spp.,D-Coscinodiscus spp.,40
6273,2013,Jun,3,03/06/2013,,16.38339,119.91585,TS2,,1,Dinoflagellate,Prorocentrum minimum,DF-Prorocentrum minimum,434020
6274,2013,Jun,3,03/06/2013,,16.38339,119.91585,TS2,,1,Dinoflagellate,Prorocentrum micans,DF-Prorocentrum micans,900
6275,2013,Jun,3,03/06/2013,,16.38339,119.91585,TS2,,1,Dinoflagellate,Karenia  mikimotoi,DF-Karenia  mikimotoi,1660
6276,2013,Jun,3,03/06/2013,,16.38339,119.91585,TS2,,1,Dinoflagellate,Ceratium furca,DF-Ceratium furca,320
6277,2013,Jun,3,03/06/2013,,16.38339,119.91585,TS2,,1,Diatom,Thalassiosira spp.,D-Thalassiosira spp.,400
6278,2013,Jun,3,03/06/2013,,16.38339,119.91585,TS2,,1,Dinoflagellate,Protoperidinium pellucidum,DF-Protoperidinium pellucidum,820
6279,2013,Jun,3,03/06/2013,,16.38339,119.91585,TS2,,1,Dinoflagellate,Protoperidinium latispinum,DF-Protoperidinium latispinum,400
6280,2013,Jun,3,03/06/2013,,16.38339,119.91585,TS2,,1,Dinoflagellate,Protoperdinium  pellucidum,DF-Protoperdinium  pellucidum,80
6281,2013,Jun,3,03/06/2013,,16.34927,119.94606,W1,,1,Diatom,Biddulphia,D-Biddulphia,60
6282,2013,Jun,3,03/06/2013,,16.34927,119.94606,W1,,1,Dinoflagellate,Gonyaulax spinifera,DF-Gonyaulax spinifera,40
6283,2013,Jun,3,03/06/2013,,16.34927,119.94606,W1,,1,Dinoflagellate,Protoperidinium conicum,DF-Protoperidinium conicum,40
6284,2013,Jun,3,03/06/2013,,16.34927,119.94606,W1,,1,Dinoflagellate,Protoperidinium pallidum,DF-Protoperidinium pallidum,320
