sample_id,year,month,day,date,time,latitude,longitude,station_num,station_depth,sampling_depth,group,species,group_species,count
10685,2013,Aug,6,06/08/2013,,16.34927,119.94606,W1,,1,Diatom,Pleurosigma sp1,D-Pleurosigma sp. 1,14080
10686,2013,Aug,6,06/08/2013,,16.34927,119.94606,W1,,1,Dinoflagellate,Prorocentrum micans,DF-Prorocentrum micans,240
10687,2013,Aug,6,06/08/2013,,16.34927,119.94606,W1,,1,Dinoflagellate,Protoperidinium spp.,DF-Protoperidinium spp.,80
10688,2013,Aug,6,06/08/2013,,16.34927,119.94606,W1,,1,Dinoflagellate,Protoperdinium  pellucidum,DF-Protoperdinium  pellucidum,160
10689,2013,Aug,6,06/08/2013,,16.34927,119.94606,W1,,1,Diatom,Rhizosolenia sp2,D-Rhizosolenia sp. 2,2320
10690,2013,Aug,6,06/08/2013,,16.34927,119.94606,W1,,1,Silicoflagellate,Tintinopsis,SF-Tintinopsis,160
10691,2013,Aug,6,06/08/2013,,16.33668,119.94476,W2A,,1,Dinoflagellate,Ceratium furca,DF-Ceratium furca,80
10692,2013,Aug,6,06/08/2013,,16.33668,119.94476,W2A,,1,Diatom,Guinardia,D-Guinardia,160
10693,2013,Aug,6,06/08/2013,,16.33668,119.94476,W2A,,1,Diatom,Navicula  spp.,D-Navicula  spp.,80
10694,2013,Aug,6,06/08/2013,,16.33668,119.94476,W2A,,1,Diatom,Pleurosigma sp1,D-Pleurosigma sp. 1,15120
10695,2013,Aug,6,06/08/2013,,16.33668,119.94476,W2A,,1,Diatom,Pleurosigma spp.,D-Pleurosigma spp.,240
10696,2013,Aug,6,06/08/2013,,16.33668,119.94476,W2A,,1,Diatom,Pleurosigma sp2,D-Pleurosigma sp. 2,80
10697,2013,Aug,6,06/08/2013,,16.33668,119.94476,W2A,,1,Dinoflagellate,Prorocentrum micans,DF-Prorocentrum micans,5360
10698,2013,Aug,6,06/08/2013,,16.33668,119.94476,W2A,,1,Dinoflagellate,Protoperidinium spp.,DF-Protoperidinium spp.,80
10699,2013,Aug,6,06/08/2013,,16.33668,119.94476,W2A,,1,Diatom,Pseudonitzschia spp.,D-Pseudonitzschia spp.,240
10700,2013,Aug,6,06/08/2013,,16.33668,119.94476,W2A,,1,Diatom,Rhizosolenia sp2,D-Rhizosolenia sp. 2,2000
10701,2013,Aug,6,06/08/2013,,16.33668,119.94476,W2A,,1,Diatom,Skeletonema,D-Skeletonema,560
10702,2013,Aug,6,06/08/2013,,16.33668,119.94476,W2A,,1,Cyanobacteria,Trichodesmium sp.,CYN-Trichodesmium sp.,160
10703,2013,Aug,6,06/08/2013,,16.33668,119.94476,W2A,,1,Diatom,Helicotheca tamensis,D-Helicotheca tamensis,160
10704,2013,Aug,6,06/08/2013,,16.33668,119.94476,W2A,,1,Diatom,Thalassiosira spp.,D-Thalassiosira spp.,1360
10705,2013,Aug,6,06/08/2013,,16.37073,119.93401,W3,,NB,Diatom,Pleurosigma sp1,D-Pleurosigma sp. 1,2400
10706,2013,Aug,6,06/08/2013,,16.37073,119.93401,W3,,NB,Dinoflagellate,Prorocentrum micans,DF-Prorocentrum micans,640
10707,2013,Aug,6,06/08/2013,,16.37073,119.93401,W3,,NB,Diatom,Rhizosolenia sp2,D-Rhizosolenia sp. 2,1920
10708,2013,Aug,6,06/08/2013,,16.37073,119.93401,W3,,NB,Diatom,Helicotheca tamensis,D-Helicotheca tamensis,160
10709,2013,Aug,6,06/08/2013,,16.37073,119.93401,W3,,NB,Diatom,Thalassiosira spp.,D-Thalassiosira spp.,160
10710,2013,Aug,6,06/08/2013,,16.37073,119.93401,W3,,NB,Silicoflagellate,Tintinopsis,SF-Tintinopsis,240
10711,2013,Aug,6,06/08/2013,,16.37073,119.93401,W3,,1,Diatom,Biddulphia,D-Biddulphia,80
10712,2013,Aug,6,06/08/2013,,16.37073,119.93401,W3,,1,Dinoflagellate,Gonyaulax verior,DF-Gonyaulax verior,160
10713,2013,Aug,6,06/08/2013,,16.37073,119.93401,W3,,1,Dinoflagellate,Gyrodinium,DF-Gyrodinium,80
10714,2013,Aug,6,06/08/2013,,16.37073,119.93401,W3,,1,Silicoflagellate,Favella sp.,SF-Favella sp.,160
10715,2013,Aug,6,06/08/2013,,16.37073,119.93401,W3,,1,Diatom,Pleurosigma sp1,D-Pleurosigma sp. 1,18320
10716,2013,Aug,6,06/08/2013,,16.37073,119.93401,W3,,1,Dinoflagellate,Prorocentrum micans,DF-Prorocentrum micans,8720
10717,2013,Aug,6,06/08/2013,,16.37073,119.93401,W3,,1,Dinoflagellate,Protoperidinium spp.,DF-Protoperidinium spp.,240
10718,2013,Aug,6,06/08/2013,,16.37073,119.93401,W3,,1,Dinoflagellate,Protoperdinium  pellucidum,DF-Protoperdinium  pellucidum,1200
10719,2013,Aug,6,06/08/2013,,16.37073,119.93401,W3,,1,Diatom,Pseudonitzschia spp.,D-Pseudonitzschia spp.,560
10720,2013,Aug,6,06/08/2013,,16.37073,119.93401,W3,,1,Diatom,Rhizosolenia sp2,D-Rhizosolenia sp. 2,17040
10721,2013,Aug,6,06/08/2013,,16.37073,119.93401,W3,,1,Diatom,Skeletonema,D-Skeletonema,1360
10722,2013,Aug,6,06/08/2013,,16.37073,119.93401,W3,,1,Diatom,Helicotheca tamensis,D-Helicotheca tamensis,240
10723,2013,Aug,6,06/08/2013,,16.37073,119.93401,W3,,1,Diatom,Thalassiosira spp.,D-Thalassiosira spp.,240
10724,2013,Aug,6,06/08/2013,,16.37073,119.93401,W3,,1,Silicoflagellate,Tintinopsis,SF-Tintinopsis,320
10725,2013,Aug,6,06/08/2013,,16.32003,119.93384,W8,,1,Dinoflagellate,Gonyaulax verior,DF-Gonyaulax verior,160
10726,2013,Aug,6,06/08/2013,,16.32003,119.93384,W8,,1,Diatom,Pleurosigma sp1,D-Pleurosigma sp. 1,27360
10727,2013,Aug,6,06/08/2013,,16.32003,119.93384,W8,,1,Dinoflagellate,Prorocentrum micans,DF-Prorocentrum micans,9120
10728,2013,Aug,6,06/08/2013,,16.32003,119.93384,W8,,1,Dinoflagellate,Protoperidinium pellucidum,DF-Protoperidinium pellucidum,240
10729,2013,Aug,6,06/08/2013,,16.32003,119.93384,W8,,1,Dinoflagellate,Protoperdinium  pellucidum,DF-Protoperdinium  pellucidum,240
10730,2013,Aug,6,06/08/2013,,16.32003,119.93384,W8,,1,Diatom,Rhizosolenia sp2,D-Rhizosolenia sp. 2,640
10731,2013,Aug,6,06/08/2013,,16.32003,119.93384,W8,,1,Silicoflagellate,Tintinopsis,SF-Tintinopsis,560
10732,2013,Aug,6,06/08/2013,,16.34775,119.93452,W9,,1,Dinoflagellate,Ceratium furca,DF-Ceratium furca,80
10733,2013,Aug,6,06/08/2013,,16.34775,119.93452,W9,,1,Dinoflagellate,Gyrodinium,DF-Gyrodinium,80
10734,2013,Aug,6,06/08/2013,,16.34775,119.93452,W9,,1,Diatom,Navicula  spp.,D-Navicula  spp.,80
10735,2013,Aug,6,06/08/2013,,16.34775,119.93452,W9,,1,Diatom,Pleurosigma sp1,D-Pleurosigma sp. 1,38480
10736,2013,Aug,6,06/08/2013,,16.34775,119.93452,W9,,1,Dinoflagellate,Prorocentrum micans,DF-Prorocentrum micans,8240
10737,2013,Aug,6,06/08/2013,,16.34775,119.93452,W9,,1,Dinoflagellate,Protoperidinium spp.,DF-Protoperidinium spp.,80
10738,2013,Aug,6,06/08/2013,,16.34775,119.93452,W9,,1,Dinoflagellate,Protoperidinium pellucidum,DF-Protoperidinium pellucidum,240
10739,2013,Aug,6,06/08/2013,,16.34775,119.93452,W9,,1,Dinoflagellate,Protoperdinium  pellucidum,DF-Protoperdinium  pellucidum,160
10740,2013,Aug,6,06/08/2013,,16.34775,119.93452,W9,,1,Diatom,Rhizosolenia sp2,D-Rhizosolenia sp. 2,3600
10741,2013,Aug,6,06/08/2013,,16.34775,119.93452,W9,,1,Diatom,Skeletonema,D-Skeletonema,400
10742,2013,Aug,6,06/08/2013,,16.34775,119.93452,W9,,1,Cyanobacteria,Trichodesmium sp.,CYN-Trichodesmium sp.,240
10743,2013,Aug,6,06/08/2013,,16.34775,119.93452,W9,,1,Diatom,Helicotheca tamensis,D-Helicotheca tamensis,640
10744,2013,Aug,6,06/08/2013,,16.34775,119.93452,W9,,1,Diatom,Thalassiosira spp.,D-Thalassiosira spp.,80
10745,2013,Aug,6,06/08/2013,,16.34775,119.93452,W9,,1,Silicoflagellate,Tintinopsis,SF-Tintinopsis,720
10746,2013,Aug,6,06/08/2013,,16.37052,119.94857,W10,,1,Dinoflagellate,Ceratium furca,DF-Ceratium furca,320
10747,2013,Aug,6,06/08/2013,,16.37052,119.94857,W10,,1,Dinoflagellate,Gonyaulax verior,DF-Gonyaulax verior,320
10748,2013,Aug,6,06/08/2013,,16.37052,119.94857,W10,,1,Dinoflagellate,Gyrodinium,DF-Gyrodinium,80
10749,2013,Aug,6,06/08/2013,,16.37052,119.94857,W10,,1,Diatom,Navicula  spp.,D-Navicula  spp.,80
10750,2013,Aug,6,06/08/2013,,16.37052,119.94857,W10,,1,Diatom,Pleurosigma sp1,D-Pleurosigma sp. 1,15600
10751,2013,Aug,6,06/08/2013,,16.37052,119.94857,W10,,1,Diatom,Pleurosigma spp.,D-Pleurosigma spp.,80
10752,2013,Aug,6,06/08/2013,,16.37052,119.94857,W10,,1,Diatom,Pleurosigma sp2,D-Pleurosigma sp. 2,80
10753,2013,Aug,6,06/08/2013,,16.37052,119.94857,W10,,1,Dinoflagellate,Prorocentrum micans,DF-Prorocentrum micans,7040
10754,2013,Aug,6,06/08/2013,,16.37052,119.94857,W10,,1,Dinoflagellate,Protoperidinium spp.,DF-Protoperidinium spp.,1040
10755,2013,Aug,6,06/08/2013,,16.37052,119.94857,W10,,1,Dinoflagellate,Protoperdinium  pellucidum,DF-Protoperdinium  pellucidum,1040
10756,2013,Aug,6,06/08/2013,,16.37052,119.94857,W10,,1,Diatom,Pseudonitzschia spp.,D-Pseudonitzschia spp.,160
10757,2013,Aug,6,06/08/2013,,16.37052,119.94857,W10,,1,Diatom,Rhizosolenia sp2,D-Rhizosolenia sp. 2,4000
10758,2013,Aug,6,06/08/2013,,16.37052,119.94857,W10,,1,Diatom,Helicotheca tamensis,D-Helicotheca tamensis,800
10759,2013,Aug,6,06/08/2013,,16.37052,119.94857,W10,,1,Diatom,Thalassiosira spp.,D-Thalassiosira spp.,160
10760,2013,Aug,6,06/08/2013,,16.38326,119.92616,W11,,Mid,Diatom,Navicula  spp.,D-Navicula  spp.,80
10761,2013,Aug,6,06/08/2013,,16.38326,119.92616,W11,,Mid,Diatom,Pleurosigma sp1,D-Pleurosigma sp. 1,7040
10762,2013,Aug,6,06/08/2013,,16.38326,119.92616,W11,,Mid,Dinoflagellate,Prorocentrum micans,DF-Prorocentrum micans,3200
10763,2013,Aug,6,06/08/2013,,16.38326,119.92616,W11,,Mid,Dinoflagellate,Protoperdinium  pellucidum,DF-Protoperdinium  pellucidum,240
10764,2013,Aug,6,06/08/2013,,16.38326,119.92616,W11,,Mid,Diatom,Pseudonitzschia spp.,D-Pseudonitzschia spp.,80
10765,2013,Aug,6,06/08/2013,,16.38326,119.92616,W11,,Mid,Diatom,Rhizosolenia sp2,D-Rhizosolenia sp. 2,880
10766,2013,Aug,6,06/08/2013,,16.38326,119.92616,W11,,Mid,Diatom,Helicotheca tamensis,D-Helicotheca tamensis,80
10767,2013,Aug,6,06/08/2013,,16.38326,119.92616,W11,,Mid,Diatom,Thalassiosira spp.,D-Thalassiosira spp.,80
10768,2013,Aug,6,06/08/2013,,16.38326,119.92616,W11,,Mid,Silicoflagellate,Tintinopsis,SF-Tintinopsis,80
10769,2013,Aug,6,06/08/2013,,16.38326,119.92616,W11,,NB,Diatom,Guinardia,D-Guinardia,480
10770,2013,Aug,6,06/08/2013,,16.38326,119.92616,W11,,NB,Diatom,Pleurosigma sp1,D-Pleurosigma sp. 1,1360
10771,2013,Aug,6,06/08/2013,,16.38326,119.92616,W11,,NB,Diatom,Pleurosigma spp.,D-Pleurosigma spp.,80
10772,2013,Aug,6,06/08/2013,,16.38326,119.92616,W11,,NB,Dinoflagellate,Prorocentrum micans,DF-Prorocentrum micans,160
10773,2013,Aug,6,06/08/2013,,16.38326,119.92616,W11,,NB,Dinoflagellate,Protoperdinium  pellucidum,DF-Protoperdinium  pellucidum,80
10774,2013,Aug,6,06/08/2013,,16.38326,119.92616,W11,,NB,Diatom,Rhizosolenia sp2,D-Rhizosolenia sp. 2,880
10775,2013,Aug,6,06/08/2013,,16.38326,119.92616,W11,,NB,Cyanobacteria,Trichodesmium sp.,CYN-Trichodesmium sp.,80
10776,2013,Aug,6,06/08/2013,,16.38326,119.92616,W11,,NB,Diatom,Helicotheca tamensis,D-Helicotheca tamensis,80
10777,2013,Aug,6,06/08/2013,,16.38326,119.92616,W11,,1,Diatom,Coscinodiscus spp.,D-Coscinodiscus spp.,80
10778,2013,Aug,6,06/08/2013,,16.38326,119.92616,W11,,1,Dinoflagellate,Gonyaulax verior,DF-Gonyaulax verior,80
10779,2013,Aug,6,06/08/2013,,16.38326,119.92616,W11,,1,Diatom,Pleurosigma sp1,D-Pleurosigma sp. 1,26320
10780,2013,Aug,6,06/08/2013,,16.38326,119.92616,W11,,1,Dinoflagellate,Prorocentrum micans,DF-Prorocentrum micans,14240
10781,2013,Aug,6,06/08/2013,,16.38326,119.92616,W11,,1,Dinoflagellate,Protoperidinium spp.,DF-Protoperidinium spp.,320
10782,2013,Aug,6,06/08/2013,,16.38326,119.92616,W11,,1,Dinoflagellate,Protoperdinium  pellucidum,DF-Protoperdinium  pellucidum,560
10783,2013,Aug,6,06/08/2013,,16.38326,119.92616,W11,,1,Diatom,Pseudonitzschia spp.,D-Pseudonitzschia spp.,320
10784,2013,Aug,6,06/08/2013,,16.38326,119.92616,W11,,1,Diatom,Rhizosolenia sp2,D-Rhizosolenia sp. 2,2640
10785,2013,Aug,6,06/08/2013,,16.38326,119.92616,W11,,1,Diatom,Skeletonema,D-Skeletonema,560
10786,2013,Aug,6,06/08/2013,,16.38326,119.92616,W11,,1,Diatom,Helicotheca tamensis,D-Helicotheca tamensis,640
10787,2013,Aug,6,06/08/2013,,16.38326,119.92616,W11,,1,Diatom,Thalassiosira spp.,D-Thalassiosira spp.,560
10788,2013,Aug,6,06/08/2013,,16.38326,119.92616,W11,,1,Silicoflagellate,Tintinopsis,SF-Tintinopsis,240
10789,2013,Aug,10,10/08/2013,,16.34775,119.93375,A1,,1,Dinoflagellate,Cyst,DF-Cyst,80
10790,2013,Aug,10,10/08/2013,,16.34775,119.93375,A1,,1,Dinoflagellate,Gonyaulax verior,DF-Gonyaulax verior,80
10791,2013,Aug,10,10/08/2013,,16.34775,119.93375,A1,,1,Diatom,Pleurosigma sp1,D-Pleurosigma sp. 1,340
10792,2013,Aug,10,10/08/2013,,16.34775,119.93375,A1,,1,Dinoflagellate,Prorocentrum micans,DF-Prorocentrum micans,880
10793,2013,Aug,10,10/08/2013,,16.34775,119.93375,A1,,1,Dinoflagellate,Protoperidinium spp.,DF-Protoperidinium spp.,800
10794,2013,Aug,10,10/08/2013,,16.34775,119.93375,A1,,1,Dinoflagellate,Protoperidinium pellucidum,DF-Protoperidinium pellucidum,80
10795,2013,Aug,10,10/08/2013,,16.34775,119.93375,A1,,1,Diatom,Rhizosolenia sp2,D-Rhizosolenia sp. 2,24000
10796,2013,Aug,10,10/08/2013,,16.34775,119.93375,A1,,1,Diatom,Thalassiosira spp.,D-Thalassiosira spp.,160
10797,2013,Aug,10,10/08/2013,,16.34775,119.93375,A1,,1,Silicoflagellate,Tintinopsis,SF-Tintinopsis,720
10798,2013,Aug,10,10/08/2013,,16.34775,119.93452,A2,,1,Dinoflagellate,Cyst,DF-Cyst,80
10799,2013,Aug,10,10/08/2013,,16.34775,119.93452,A2,,1,Diatom,Pleurosigma sp1,D-Pleurosigma sp. 1,80
10800,2013,Aug,10,10/08/2013,,16.34775,119.93452,A2,,1,Diatom,Pleurosigma sp2,D-Pleurosigma sp. 2,80
10801,2013,Aug,10,10/08/2013,,16.34775,119.93452,A2,,1,Dinoflagellate,Prorocentrum micans,DF-Prorocentrum micans,1360
10802,2013,Aug,10,10/08/2013,,16.34775,119.93452,A2,,1,Diatom,Pseudonitzschia spp.,D-Pseudonitzschia spp.,160
10803,2013,Aug,10,10/08/2013,,16.34775,119.93452,A2,,1,Diatom,Rhizosolenia sp2,D-Rhizosolenia sp. 2,26320
10804,2013,Aug,10,10/08/2013,,16.34775,119.93452,A2,,1,Silicoflagellate,Tintinopsis,SF-Tintinopsis,640
10805,2013,Aug,10,10/08/2013,,16.33431,119.95731,A3,,1,Dinoflagellate,Ceratium furca,DF-Ceratium furca,160
10806,2013,Aug,10,10/08/2013,,16.33431,119.95731,A3,,1,Diatom,Pleurosigma sp1,D-Pleurosigma sp. 1,320
10807,2013,Aug,10,10/08/2013,,16.33431,119.95731,A3,,1,Dinoflagellate,Prorocentrum micans,DF-Prorocentrum micans,400
10808,2013,Aug,10,10/08/2013,,16.33431,119.95731,A3,,1,Dinoflagellate,Protoperidinium spp.,DF-Protoperidinium spp.,160
10809,2013,Aug,10,10/08/2013,,16.33431,119.95731,A3,,1,Dinoflagellate,Protoperdinium  pellucidum,DF-Protoperdinium  pellucidum,80
10810,2013,Aug,10,10/08/2013,,16.33431,119.95731,A3,,1,Diatom,Rhizosolenia sp2,D-Rhizosolenia sp. 2,8960
10811,2013,Aug,10,10/08/2013,,16.33431,119.95731,A3,,1,Cyanobacteria,Trichodesmium sp.,CYN-Trichodesmium sp.,80
10812,2013,Aug,10,10/08/2013,,16.33431,119.95731,A3,,1,Diatom,Thalassiosira spp.,D-Thalassiosira spp.,160
10813,2013,Aug,10,10/08/2013,,16.33431,119.95731,A3,,1,Silicoflagellate,Tintinopsis,SF-Tintinopsis,2080
10814,2013,Aug,10,10/08/2013,,16.28459,119.92285,A4,,1,Dinoflagellate,Ceratium furca,DF-Ceratium furca,160
10815,2013,Aug,10,10/08/2013,,16.28459,119.92285,A4,,1,Diatom,Pleurosigma sp1,D-Pleurosigma sp. 1,1140
10816,2013,Aug,10,10/08/2013,,16.28459,119.92285,A4,,1,Diatom,Pleurosigma spp.,D-Pleurosigma spp.,80
10817,2013,Aug,10,10/08/2013,,16.28459,119.92285,A4,,1,Dinoflagellate,Prorocentrum micans,DF-Prorocentrum micans,2720
10818,2013,Aug,10,10/08/2013,,16.28459,119.92285,A4,,1,Dinoflagellate,Protoperidinium spp.,DF-Protoperidinium spp.,80
10819,2013,Aug,10,10/08/2013,,16.28459,119.92285,A4,,1,Diatom,Rhizosolenia sp2,D-Rhizosolenia sp. 2,21680
10820,2013,Aug,10,10/08/2013,,16.28459,119.92285,A4,,1,Silicoflagellate,Tintinopsis,SF-Tintinopsis,2240
10821,2013,Aug,10,10/08/2013,,16.27365,119.92599,A5,,1,Dinoflagellate,Ceratium furca,DF-Ceratium furca,80
10822,2013,Aug,10,10/08/2013,,16.27365,119.92599,A5,,1,Dinoflagellate,Cyst,DF-Cyst,80
10823,2013,Aug,10,10/08/2013,,16.27365,119.92599,A5,,1,Diatom,Pleurosigma sp1,D-Pleurosigma sp. 1,220
10824,2013,Aug,10,10/08/2013,,16.27365,119.92599,A5,,1,Dinoflagellate,Prorocentrum micans,DF-Prorocentrum micans,23840
10825,2013,Aug,10,10/08/2013,,16.27365,119.92599,A5,,1,Diatom,Rhizosolenia sp2,D-Rhizosolenia sp. 2,21280
10826,2013,Aug,10,10/08/2013,,16.27365,119.92599,A5,,1,Silicoflagellate,Tintinopsis,SF-Tintinopsis,4160
10827,2013,Aug,10,10/08/2013,,16.39578,119.90667,RVA3,,1,Diatom,Pleurosigma sp1,D-Pleurosigma sp. 1,720
10828,2013,Aug,10,10/08/2013,,16.39578,119.90667,RVA3,,1,Dinoflagellate,Prorocentrum micans,DF-Prorocentrum micans,560
10829,2013,Aug,10,10/08/2013,,16.39578,119.90667,RVA3,,1,Dinoflagellate,Protoperdinium  pellucidum,DF-Protoperdinium  pellucidum,160
10830,2013,Aug,10,10/08/2013,,16.39578,119.90667,RVA3,,1,Diatom,Rhizosolenia sp2,D-Rhizosolenia sp. 2,10560
10831,2013,Aug,10,10/08/2013,,16.39578,119.90667,RVA3,,1,Diatom,Skeletonema,D-Skeletonema,820
10832,2013,Aug,10,10/08/2013,,16.30944,119.92063,TS1,,1,Dinoflagellate,Ceratium furca,DF-Ceratium furca,80
10833,2013,Aug,10,10/08/2013,,16.30944,119.92063,TS1,,1,Diatom,Pleurosigma sp1,D-Pleurosigma sp. 1,1340
10834,2013,Aug,10,10/08/2013,,16.30944,119.92063,TS1,,1,Dinoflagellate,Prorocentrum micans,DF-Prorocentrum micans,2720
10835,2013,Aug,10,10/08/2013,,16.30944,119.92063,TS1,,1,Diatom,Rhizosolenia sp2,D-Rhizosolenia sp. 2,32480
10836,2013,Aug,10,10/08/2013,,16.30944,119.92063,TS1,,1,Silicoflagellate,Tintinopsis,SF-Tintinopsis,2160
10837,2013,Aug,10,10/08/2013,,16.38339,119.91585,TS2,,Mid,Diatom,Navicula  spp.,D-Navicula  spp.,80
10838,2013,Aug,10,10/08/2013,,16.38339,119.91585,TS2,,Mid,Diatom,Pleurosigma sp1,D-Pleurosigma sp. 1,480
10839,2013,Aug,10,10/08/2013,,16.38339,119.91585,TS2,,Mid,Dinoflagellate,Prorocentrum micans,DF-Prorocentrum micans,1280
10840,2013,Aug,10,10/08/2013,,16.38339,119.91585,TS2,,Mid,Diatom,Rhizosolenia sp2,D-Rhizosolenia sp. 2,1120
10841,2013,Aug,10,10/08/2013,,16.38339,119.91585,TS2,,Mid,Cyanobacteria,Trichodesmium sp.,CYN-Trichodesmium sp.,160
10842,2013,Aug,10,10/08/2013,,16.38339,119.91585,TS2,,Mid,Silicoflagellate,Tintinopsis,SF-Tintinopsis,880
10843,2013,Aug,10,10/08/2013,,16.38339,119.91585,TS2,,NB,Diatom,Pleurosigma sp1,D-Pleurosigma sp. 1,80
10844,2013,Aug,10,10/08/2013,,16.38339,119.91585,TS2,,NB,Dinoflagellate,Prorocentrum micans,DF-Prorocentrum micans,80
10845,2013,Aug,10,10/08/2013,,16.38339,119.91585,TS2,,NB,Silicoflagellate,Tintinopsis,SF-Tintinopsis,80
10846,2013,Aug,10,10/08/2013,,16.38339,119.91585,TS2,,1,Dinoflagellate,Cyst,DF-Cyst,320
10847,2013,Aug,10,10/08/2013,,16.38339,119.91585,TS2,,1,Diatom,Pleurosigma sp1,D-Pleurosigma sp. 1,80
10848,2013,Aug,10,10/08/2013,,16.38339,119.91585,TS2,,1,Dinoflagellate,Prorocentrum micans,DF-Prorocentrum micans,8320
10849,2013,Aug,10,10/08/2013,,16.38339,119.91585,TS2,,1,Dinoflagellate,Protoperidinium spp.,DF-Protoperidinium spp.,400
10850,2013,Aug,10,10/08/2013,,16.38339,119.91585,TS2,,1,Dinoflagellate,Protoperidinium pellucidum,DF-Protoperidinium pellucidum,320
10851,2013,Aug,10,10/08/2013,,16.38339,119.91585,TS2,,1,Dinoflagellate,Protoperdinium  pellucidum,DF-Protoperdinium  pellucidum,960
10852,2013,Aug,10,10/08/2013,,16.38339,119.91585,TS2,,1,Dinoflagellate,Protoperinium oblongum,DF-Protoperinium oblongum,80
10853,2013,Aug,10,10/08/2013,,16.38339,119.91585,TS2,,1,Diatom,Rhizosolenia sp2,D-Rhizosolenia sp. 2,12160
10854,2013,Aug,10,10/08/2013,,16.38339,119.91585,TS2,,1,Diatom,Skeletonema,D-Skeletonema,1680
10855,2013,Aug,10,10/08/2013,,16.38339,119.91585,TS2,,1,Diatom,Helicotheca tamensis,D-Helicotheca tamensis,80
10856,2013,Aug,10,10/08/2013,,16.34927,119.94606,W1,,1,Diatom,Cylindricotheca closterium,D-Cylindricotheca closterium,80
10857,2013,Aug,10,10/08/2013,,16.34927,119.94606,W1,,1,Diatom,Navicula  spp.,D-Navicula  spp.,160
10858,2013,Aug,10,10/08/2013,,16.34927,119.94606,W1,,1,Diatom,Pleurosigma sp1,D-Pleurosigma sp. 1,160
10859,2013,Aug,10,10/08/2013,,16.34927,119.94606,W1,,1,Diatom,Pleurosigma spp.,D-Pleurosigma spp.,80
10860,2013,Aug,10,10/08/2013,,16.34927,119.94606,W1,,1,Dinoflagellate,Prorocentrum micans,DF-Prorocentrum micans,700
10861,2013,Aug,10,10/08/2013,,16.34927,119.94606,W1,,1,Diatom,Pseudonitzschia spp.,D-Pseudonitzschia spp.,560
10862,2013,Aug,10,10/08/2013,,16.34927,119.94606,W1,,1,Diatom,Rhizosolenia sp2,D-Rhizosolenia sp. 2,13600
10863,2013,Aug,10,10/08/2013,,16.34927,119.94606,W1,,1,Diatom,Skeletonema,D-Skeletonema,400
10864,2013,Aug,10,10/08/2013,,16.34927,119.94606,W1,,1,Diatom,Thalassiosira spp.,D-Thalassiosira spp.,160
10865,2013,Aug,10,10/08/2013,,16.34927,119.94606,W1,,1,Silicoflagellate,Tintinopsis,SF-Tintinopsis,380
10866,2013,Aug,10,10/08/2013,,16.33668,119.94476,W2A,,1,Dinoflagellate,Ceratium furca,DF-Ceratium furca,240
10867,2013,Aug,10,10/08/2013,,16.33668,119.94476,W2A,,1,Diatom,Pleurosigma sp1,D-Pleurosigma sp. 1,720
10868,2013,Aug,10,10/08/2013,,16.33668,119.94476,W2A,,1,Diatom,Pleurosigma spp.,D-Pleurosigma spp.,80
10869,2013,Aug,10,10/08/2013,,16.33668,119.94476,W2A,,1,Dinoflagellate,Prorocentrum micans,DF-Prorocentrum micans,560
10870,2013,Aug,10,10/08/2013,,16.33668,119.94476,W2A,,1,Dinoflagellate,Protoperidinium spp.,DF-Protoperidinium spp.,80
10871,2013,Aug,10,10/08/2013,,16.33668,119.94476,W2A,,1,Dinoflagellate,Protoperinium oblongum,DF-Protoperinium oblongum,80
10872,2013,Aug,10,10/08/2013,,16.33668,119.94476,W2A,,1,Diatom,Rhizosolenia sp2,D-Rhizosolenia sp. 2,8160
10873,2013,Aug,10,10/08/2013,,16.33668,119.94476,W2A,,1,Diatom,Skeletonema,D-Skeletonema,1520
10874,2013,Aug,10,10/08/2013,,16.33668,119.94476,W2A,,1,Diatom,Thalassionema spp.,D-Thalassionema spp.,80
10875,2013,Aug,10,10/08/2013,,16.33668,119.94476,W2A,,1,Silicoflagellate,Tintinopsis,SF-Tintinopsis,640
